sentence,label
It is believed that the ability of AOT molecules in the thermally evaporated thin films to form reverse micelles is responsible for the CdS nanoparticle size control observed.,Hypothesis
"This means that whereas a central ligand may change the chemical properties somewhat, this should only be a second order effect on the properties we are studying here.",Hypothesis
We expected that Ta-based materials with hydrous layered structure can be an effective photocatalysts for water splitting.,Hypothesis
"We hypothesized that from these features, A2SrTa2O7 materials act as new Ta-based photocatalysts with two-dimensional structures in water.",Hypothesis
"We now show that the extent of electron delocalisation is subject to conformational control, as imposed by constraining the geometry of the alkynylene-based bridge.",Hypothesis
However we doubt whether the tail behaviour tells us about size because the emphasis should be on those regions where the electron density is high.,Hypothesis
"Therefore one can ask the question, is dynamic or non-dynamic correlation more important for the determination of atomic size, in this DFT terminology?",Hypothesis
The acidity is expected to decrease in the order H2O+ > Ph+ > 1-Np+ because of increasing charge delocalization in the aromatic ring.,Hypothesis
The assumed structure suggests that distances between biotin groups along the fibril direction should be shorter than 50 nm if biotinylated peptides were incorporated every 100 peptides.,Hypothesis
"It therefore seems reasonable to expect their complex to have a cyclic structure, essentially the structure of the hydrogen peroxide dimer,7 minus one of the two nonbonded hydrogens.",Hypothesis
"If the two porphyrin units forming the dimer were not coupled, then we could assume that each unit absorbs independently.",Hypothesis
"Excluding the above resonance enhancement factor, the resulting dimer TPA cross section would be just twice as large as that of the monomer.",Hypothesis
Is it possible that through size and delocalization PAH anions reduce inter-electron repulsion to such a degree that the use of diffuse functions is not necessary to accurately describe the system?,Hypothesis
We propose that one at 95 cm−1 may be associated with intramolecular torsional motion in the excited state.,Hypothesis
The poorly resolved low frequency mode may be in either the ground or excited state.,Hypothesis
"The frequency seems too low to be associated with an intramolecular mode, and may reflect orientational (librational) motion of the chromophore, or some other slow dynamics, within the protein matrix.",Hypothesis
"One possible mechanism for the suppression of radiationless decay in the protein is that protein–chromophore interactions lead to a modification of the torsional potential such that it is more harmonic and of higher frequency than in the free chromophore, and therefore couples less effectively with the ground state surface.",Hypothesis
"Alternatively, the protein–chromophore interaction may modify the vibrational coordinate responsible for relaxation out of the Franck–Condon excited state in such a way that it cannot access that region of the potential energy surface from which ultrafast internal conversion occurs.",Hypothesis
"This suggests that the non-bonding electron pair formally associated with the heteroatom is progressively withdrawn into the ring as we pass from pyridine, through furan, to thiophene and therefore that thiophene should behave more like benzene.",Hypothesis
"The fact that the complexes of thiophene⋯HF and thiophene⋯HCl involve the π type, face-on arrangement is consistent with these conclusions deduced from the charge distributions of the heteroaromatic molecules and indicates that thiophene⋯HBr should also have the face-on geometry.",Hypothesis
Possible candidates for these motions are predicted to be torsion of the methyl groups and pyramidarization at the amino nitrogen.,Hypothesis
"However, in ionic solutions other long-range interactions may influence the criticality.",Hypothesis
"A hypothesis, which could explain the reported crossover at rather small separation from the critical point, is a scenario involving a tricritical point.",Hypothesis
These data provided a basis for suggesting a role for bicarbonate in promoting oxidation of Mn in the WOC.,Hypothesis
"If the isomerization of indigo is blocked by the intramolecular H-bond bridge, formation of intermolecular H-bonds with the solvent may break the bridge and lead to photo-isomerization.",Hypothesis
The ultrafast deactivation channel of indigo can be utilized as a model of energy dissipation and related structural reorganization in much complicated H-bonding systems.,Hypothesis
A microchip-based system is potentially an effective way to realize a highly sensitive analysis system which overcomes these drawbacks.,Hypothesis
"Integration of analytical systems into a microchip should bring about enhanced reaction efficiency, simplified procedures, shortened assay time, and lowered consumption of samples, reagents, and energy.",Hypothesis
Improvement of the detection scheme is effective to realize higher throughput and more precise assay.,Hypothesis
"It may be possible to optimize lipid suppression somewhat, for example by using a train of inversion pulses, but there is always an accompanying reduction in signal-to-noise ratio (SNR) of the small metabolites.",Hypothesis
Promotion of reduction in Ce0.5Zr0.5O2: the pyrochlore structure as effect rather than cause?,Hypothesis
"The difference in experimental procedure (ramped vs. stepped temperature increase) should mean that, at a given temperature, the sample is more reduced during TPR-Raman than during TPR.",Hypothesis
The formation of surface domains which promote reduction of the sample could instead offer an explanation.,Hypothesis
Possible induced enhancement of dispersion forces by cellular phones.,Hypothesis
"The photolysis of acetone, the most abundant ketone in the atmosphere, in the upper troposphere (UT) may quite efficiently produce HOx.",Hypothesis
This channel might even be competitive to HOx formation from O(1D) + H2O under UT conditions.,Hypothesis
Such long distances may slow down the energy transfer from CP47 to RC.,Hypothesis
"Note: if we numerically evaluate the integral (6) and compare it with the result from summing the PWS (3), we can then test the accuracy of neglecting terms with m ≠ 0 in the Poisson series (4).",Hypothesis
In this case the observed shape could be due to the fact that particle growth inside the tubular nozzle orifice might prefer the formation of slightly elongated particles.,Hypothesis
Considering the slight deviations from spherical shape observed with LABS detection the error for the particle size determination using 3-WEM is however expected to be small.,Hypothesis
The reason for the change from crystalline state to an amorphous one seems to be a proceeding decomposition of the sample.,Hypothesis
"The orientational disorder is expected to be reduced under high pressure while the sodium oxide framework transforms from cubic symmetry to the lower rhombohedral symmetric structure, then it has lost its translational symmetry in the amorphous state.",Hypothesis
"At low surfactant concentration the dominant species would be the singly charged molecule, which, because of lower water solubility is expected to be more surface active than the doubly charged one.",Hypothesis
"The higher slope at very low concentration, if true, could be due to the adsorption of the non-charged species.",Hypothesis
On the one hand it is expected that adsorption at interfaces will be stronger for the lower charged molecules (the more dissociated ones with this surfactant).,Hypothesis
They are thus not expected to be excited by the pump laser.,Hypothesis
"Within these approximations, the absorption spectrum and Raman excitation profiles can be exactly determined given the following parameters.",Hypothesis
"Since the selection and crossover processes are stochastic, there is no guarantee that the algorithm will monotonically approach the optimum.",Hypothesis
"Quantum size effects, as observed for the luminescence of nanocrystalline semiconductors, are not expected for the luminescence of Ce3+ in NC YAG.",Hypothesis
"It is expected that, through local field effects, the lower effective refractive index would reduce the radiative decay rate of the Ce3+ emission in NC YAG:Ce in comparison with the bulk.",Hypothesis
"Further, non-radiative processes are more important for the nanocrystal than for the bulk materials due to the larger surface to volume ratio, which is reflected in an initial deviation from single-exponential decay and a lower quantum efficiency.",Hypothesis
"Radiative transfer from the Ce3+ ions to the TRITC molecules may also occur, but would not lead to shorter life times for the donor states.",Hypothesis
"Since both the Ce3+ and the TRITC emissions are allowed electric-dipole transitions, the dipole–dipole interaction will be strong allowing efficient ET to occur if the Ce3+–TRITC distances are sufficiently small.",Hypothesis
"As a result, energy transfer rates of 108 s−1 and faster are expected for Ce3+ ions in an outer shell of 5 nm thick in the NC.",Hypothesis
"TRITC will degrade after being exposed to UV light for a long period, while YAG:Ce is photostable.",Hypothesis
"Enhanced C–H activation may occur via support-mediated propane adsorption over sulfated alumina, and subsequent spillover of alkylsulfate intermediates formed at the Pt-support interface.",Hypothesis
It also highlights the possibility that sulfate reduction may occur in-situ under reducing reaction conditions.,Hypothesis
From correlations between changes of phyA′ versus phyA″ content and the phenotype of phyA mutants and transgenic plants it can be inferred that the light-labile phyA′ pool is probably responsible for de-etiolation whereas the relatively light-stable phyA″ pool might function throughout the entire life cycle of the plant.,Hypothesis
"In addition, phyA″ might also modify (suppress) the action of phyA′.",Hypothesis
"Hormones might affect the state and functions of the pigment, a possibility that so far has been mostly neglected.",Hypothesis
"This finding suggests that the reaction of a clean single Al-terminated surface with water should be a complex multistage process, ultimately resulting in a surface transformation into a gibbsite-like structure, which can be formally viewed as substitution of the each surface Al by three H atoms.",Hypothesis
"According to the discussion of the OH stretching vibrations it can be assumed that the water molecule undergoes a hydrogen acceptor bond, i.e. water is attached to one of the three NH groups and forms a N–H⋯O hydrogen bond.",Hypothesis
This π-interaction may lead to an additional stabilization of this structure.,Hypothesis
"Thus, the ratio of the rates of these processes is expected to be in a wide range.",Hypothesis
"These will produce nuclear quadrupole hyperfine structure, which will also be generated by the coupling of the I = 1 14N nucleus.Magnetic hyperfine coupling is expected from all nuclei, including the I = 1/2 P and 15N nuclei.",Hypothesis
For molecules containing heavier elements it may be necessary to modify eqn. (6) by adding terms accounting for the finite sizes of the nuclei.,Hypothesis
Agreement with experimental results may be obtained from the DFT calculations if a larger value for Q(121Sb) is used i.e.,Hypothesis
"They are probably two distinct hinokiresinol synthases, namely (E)- and (Z)-hinokiresinol synthases catalysing the direct conversion of (7E,7′E)-4-coumaryl 4-coumarate to (E)-hinokiresinol and (Z)-hinokiresinol, respectively.",Hypothesis
"However, it is still possible that (7E,7′E)-4-coumaryl 4-coumarate was first isomerised to (7Z,7′E)-4-coumaryl 4-coumarate which was then transformed to give rise to (E)-hinokiresinol by the Cryptomeria crude enzyme preparation.",Hypothesis
When suitably encoded they may be used as robust structural descriptors in QSAR lead-optimisation studies.,Hypothesis
"Consequently, it is believed that the EVA descriptors generated in this way are acceptable for the present investigation.",Hypothesis
It is reasonable to ask the question as to whether or not the inclusion of the physicochemical parameters clogP and cMR would improve the EVA model.,Hypothesis
The implication may be that the information contained within the physicochemical parameters is already encoded intrinsically within the EVA descriptor.,Hypothesis
A possible explanation is that individual particles bridging the oil film are acting as spacers and prevent the two oil–water interfaces from coalescing.,Hypothesis
"In addition, it is likely that if the colloidosome is expanded gradually, more particles will adsorb to the inner oil–water interface from the drop interior.",Hypothesis
More research is needed to reveal whether the particles are uniformly distributed in the diluted bridging monolayer due to mutual repulsion or clustered in 2D aggregates.,Hypothesis
The instability could possibly be due to fact that the latex particles in the colloidosome membrane are not fused and cannot effectively prevent its coalescence with the top decane phase.,Hypothesis
It is therefore to be expected that Al–O distances in zeolites are longer than those found when silicon occupies a similar site.,Hypothesis
"This can be done by recognising that silicon–oxygen interatomic distances are almost invariant in different materials, as is to be expected for a strong covalent bond.",Hypothesis
"Increasing the Al–O bond length will result in variation of the charge distribution between the oxygen, proton and aluminium atoms which in turn is expected to influence the acidity of the protonic zeolite.",Hypothesis
"It is important to note that other properties such as the bond angles, and confinement effects are also expected to play a significant role in the acidity of zeolite materials.",Hypothesis
"In particular, if octahedral aluminium were present in the samples it would be difficult to separate the contributions of different sites to the EXAFS spectrum, and the structural conclusions could be compromised.",Hypothesis
"Lewis acidity in this material would be indicative of extra-framework aluminium, probably in an octahedral environment.",Hypothesis
"To verify our guess that this is due to a fraction of the pyrenyls still being statistically close enough to form excimers, we examined nanoparticles covered by protecting monolayers containing different doping levels of pyrenyl-modified thiolates.",Hypothesis
It was previously proposed that changes in the fluorescence relaxation kinetics in the presence of DCMU could reveal if the amino acid modifications in D1′ affect the PSII donor side.,Hypothesis
"From the positioning of the aromatic ring of F186, predicted from computer assisted structural modeling, it was proposed that this residue might facilitate electron transfer between Tyr-Z and P680.",Hypothesis
This led to the idea that the stabilization is due to an optimal ratio of the cation size and the size of the cavity formed by the four guanines in the tetrad.,Hypothesis
This is remarkable because one could expect that the steric constraints would prevent the guanine tetrads cavities to narrow to the same level as the formamide ones.,Hypothesis
One way to interpret this is to consider that the metal–oxygen electrostatic attraction would be the most important driving force on the tetrad structure modification upon metallation.,Hypothesis
"The underlying mechanism, we believe, involves the reactions with organic molecules effectively relaxing the internal energy of the laser ablation plasma, which was advantageous for the formation of larger size cluster species in the starting part of the reaction channel.",Hypothesis
"Obviously, the most possible bonding pattern in these anion products is that the phenyl groups bond on the metal surfaces using the metal–carbon σ bond.",Hypothesis
Such arrays might allow architectures to be fabricated which might facilitate ‘bottom-up’ alternatives to conventional (lithography) integrated circuit (IC) processing.,Hypothesis
The observation of reflections at greater repeat distances than the (100) reflection may be attributable to the slight strain (as noted above) of the hexagonal lattice observed which results in a larger unit cell.,Hypothesis
That weak (110) and the other partial order reflections are observed might suggest that there is either a small misalignment of the film or that small parts of the film are randomly orientated.,Hypothesis
"Instead, we argue that the azimuthal dependence is related to preferential diffraction of the X-rays when they are perpendicular to the X-ray beam direction.",Hypothesis
Laue diffraction (diffraction condition is d(cosΩ – cosΘ) = nλ) can occur from planes within the bulk.,Hypothesis
Instead we believe that these are small changes in peak position observed because of X-ray refraction through the film.,Hypothesis
Instead it is more likely that the film has a structure similar to the centred rectangular arrangements observed by Grosso et al.,Hypothesis
The change in absorption in diseased regions that gives rise to contrast in TPI images might be attributed to a change in the intermolecular vibrational modes of water molecules with other functional groups.,Hypothesis
"However, it is not obvious that the same would be true for polymorphs.",Hypothesis
"Again, the 2.75 THz feature could be a hydrogen bond with a harmonic potential or an intramolecular vibration which is not affected by temperature change.",Hypothesis
"Because of its symmetric minimum energy structure, it is expected that the torsional distribution of conformer I has a single peak at ϕ1 = 180°.",Hypothesis
"The degeneracy number of conformer III will reduce to one as the distribution peaks merge at higher temperatures, so the corresponding decrease in the relative conformer entropies is to be expected.",Hypothesis
"However, it is likely that the experiments employing the lighter neon gas provides a more appropriate basis for comparison with the gas-phase calculations.",Hypothesis
"Although the presence of conformer III in the matrix-IR experiments suggests that matrix deposition cooling is more gentle than free jet expansion, the possibility of interconversion cannot be discounted.",Hypothesis
"TPIMC calculations with nb = 1 are equivalent to a classical mechanical description, and the calculations nb = 15 are expected to recover almost all quantum effects for glycine in this temperature range.",Hypothesis
"Nonetheless, comparison of the calculated populations before and after correction will indicate the extent to which non-torsional vibrations are relevant in the current study.",Hypothesis
"Although C1 may be formed upon thermal vaporization, the poor agreement between theory and experiment in our studies, as well as the previous experimental studies of cytosine, suggests that it is not the only tautomer accessed.",Hypothesis
It is possible that tautomerization could also occur during complex formation or collision-induced dissociation of the metal ion–cytosine complexes.,Hypothesis
"The dipole moment of C4 is calculated to be 5.46 D. This suggests that if the relative stabilities of the cytosine tautomers could be predicted based solely upon their dipole moments as the above correlation for the C1, C2, and C3 tautomers suggests, then C4 would be expected to be more stable than C1, but less stable than C2 and C3.",Hypothesis
"Because of the difficulty of evaporating cytosine solid, the concentration of C1 in the gas phase is likely to be very low, and the possibility of two cytosine molecules associating into a dimer might not be very significant.",Hypothesis
"However, in the region very close to the heated cytosine sample, it is reasonable to believe that the density of cytosine molecules is large enough that such association of cytosine might be feasible under the experimental vaporization conditions.",Hypothesis
Tautomerization via double proton transfer might occur in the solid phase resulting in a mixture of cytosine tautomers being present in the heated solid.,Hypothesis
"Thus, it seems plausible that such a solid-state tautomerization mechanism might dominate the tautomerization processes that occur upon thermal heating of cytosine.",Hypothesis
Simulated annealing or direct dynamics simulations might also provide additional insight into this much more complicated process.,Hypothesis
 A revolutionary development from anticipated or long-due breakthroughs is on the other hand not expected in the foreseeable future.,Hypothesis
" 2(a) [25], and 450-mm wafer is expected to be in production by 2019.",Hypothesis
" Therefore, the investigation is expected that the combination of cooperative learning and digital learning is able to create a better learning environment.",Hypothesis
" Though it might raise learning effect focusing on single characteristic, researchers cannot observe the differences between factors, and not mention to finding a best one to implement educational policy.",Hypothesis
 This modification is expected to enhance the studentspsila learning and their experience.,Hypothesis
" However, in embedded systems, the underlying embedded software is often expected to collaborate with various hardware, mechanical, electrical modules/technologies.",Hypothesis
" Further, the embedded software developed is often expected to execute a feedback mechanism and/or exchange updated data and respond to various external sensors/stimuli (e.",Hypothesis
 It is expected that the methodology can be used to facilitate the implementation and management of multi model environment of SPI frameworks in multiple domains.,Hypothesis
 The interfacings among several processes that support development and operation stage are expected to improve by using this solution.,Hypothesis
 This solution is expected to assist a software company to manage its process quality and the activities in developing software via the multi model process improvement solution.,Hypothesis
In certain circumstances or usually in general developers might need to reuse certain section or elements of the existing software in other products.,Hypothesis
" As well as the process, a methodology should specify what we're expected to produce as we follow the process.",Hypothesis
" With the traditional approach, you're expected to move forward gracefully from one phase to the other.",Hypothesis
" The transition might also stagnate because of resistance towards change, lack of executive support or failure to change the rest of the organization to accommodate agile teams [11], [12].",Hypothesis
"It is likely that packets sent (early) along A-B-C may arrive at the receiver later than packets sent (late) along A-C, resulting in out-of-order arrivals.",Hypothesis
"Then, if an attacker sends a spoofing packet to the host; it is likely the hop-count of the packet will not match the expected hop-count for packets from the spoofed source address.",Hypothesis
" Because legitimate hop-counts may change due to routing changes, strictly filtering all packets that do not match would lead to false positives.",Hypothesis
" In order to minimize false positives, HCF only begins filtering traffic if some threshold amount of packets does not match their expected hop counts.",Hypothesis
" Here the simple TCP handshake may not be enough to prevent attackers from spoofing TCP packet, since attackers may be able to predict TCP sequence numbers.",Hypothesis
" It is expected that improving instructional strategies and implementing personalized learning will help create more competent, capable, and prepared persons available for the future workforce.",Hypothesis
 There are four learning orientations a learner will likely fall into: an innovator; an implementer; a sustainer; or a resistant learner [7].,Hypothesis
" Embed the related research issues to the above process, the splendid research results then can be expected.",Hypothesis
" Since the explicit feature of the learning processes can be controlled or guided effectively by the careful design and implementation of the Web-based learning environment, it is expected that the interior circulation, which represents the invisible mental behavior of the learners, can make great progress simultaneously.",Hypothesis
The thematic report for the each learner is expected to be refined to certain degree through consecutive discussion with the teammates and constructive suggestion offered by the teacher.,Hypothesis
" Here, a main question arises, whether the reduced number of new attributes can better describe the input objects for the subsequent data mining or machine learning method to produce better results.",Hypothesis
 Improved seizure control is likely to reduce the morbidity and increased mortality associated with uncontrolled epilepsy.,Hypothesis
 Also the user might be interested in other prints apart from the prints for which he has entered the keywords.,Hypothesis
 It might be possible that a user who reads news articles pertaining only to politics may suddenly develop interest in sports due to various reasons.,Hypothesis
"Preliminary studies have found that there is a certain similarity between the news one person browsed, and different users are also likely to have a similar interest.",Hypothesis
" In some cases, imbalanced class situation might not be fully adressed by the previous research in which it can affect on the classification result itself because the majority of classifier assumed that the data distribution's is relatively balanced [4].",Hypothesis
" Failure of cluster head may occur due to any cause such that energy depletion of high energy nodes, error in gateway (CH) in some instant etc.",Hypothesis
 On the system administrator side there are concerns that continuous and system-wide performance monitoring and the collection of the produced data might cause significant overhead.,Hypothesis
"It is expected that with a photograph the user takes, venue discovery helps to find the exact venue and a group of relevant venues whose textual/visual features also match the photograph.",Hypothesis
This procedure uses electrostatic interactions to entrap positively charged cadmium ions into thin films of the anionic surfactant AOT by a simple immersion of the film in electrolyte solution.,Method
"Thereafter, the composite film is treated with H2S gas/Na2S solution resulting in the in-situ formation of CdS nanoparticles in the quantum size regime.",Method
"Investigation of the entrapment of cadmium ions in the AOT film and subsequent quantum dot synthesis was carried out by quartz crystal microgravimetry (QCM), UV-Vis spectroscopy, Fourier transform infrared (FTIR) spectroscopy and transmission electron microscopy (TEM) measurements.",Method
"To realize this, procedures such as the Langmuir–Blodgett technique and liquid–liquid interface reaction technique have been developed.",Method
Electrostatic interactions help cadmium ions from the subphase complex with the anionic surfactant molecules.,Method
" Boyatzis proposes two main approaches for thematic analysis [6]; a quantitative description of the frequency of themes, and the forming of clusters of themes.",Method
"Subsequently, the films, after lifting onto a suitable substrate, are treated with Na2S solution for synthesis of CdS nanoparticles.",Method
"In this laboratory, some of us have successfully used electrostatic interactions to entrap cadmium ions into thermally evaporated fatty acid films and then form CdS nanoparticles by chemical treatment of the immobilized cadmium ions.",Method
"In the present work, we describe attempts to synthesize cadmium sulfide nanoparticles within thermally evaporated thin films of sodium bis(2-ethylhexyl)sulfosuccinate (AOT).",Method
The choice of AOT was motivated by the possibility of better size control over formation of CdS nanoparticles.,Method
"Though the conditions of our experiment are not identical to that experienced by AOT in reverse micelles, we believe that the propensity of this surfactant to form spherical structures in an aqueous environment would provide a confining influence on CdS nanoparticles formed in the AOT matrix and thus, better control over nanoparticle size than that afforded by stearic acid thin films.",Method
Another motivating factor for the use of AOT is the interesting optical properties of AOT capped CdS nanoparticles.,Method
Synthesizing nanoparticles such as CdS in lipid thin films by electrostatic entrapment of suitable ions can potentially provide many additional advantages over other methods of forming nanoparticulate thin films.,Method
Using this method it is possible to achieve patterned nanoparticulate thin films by suitable masking of the lipid film.,Method
"Apart from allowing the possibility of pattern formation, our method enables the convenient formation of nanoparticulate thin films even on nonplanar and topologically highly complex surfaces, which is difficult if not impossible to achieve by other thin film forming techniques.",Method
"By sequential entrapment of different metal ions, formation of nanocomposite thin films constituted by different semiconducting nanoparticles or formation of doped semiconducting nanoparticulate thin film should also be achievable.",Method
"It involves the irradiation of a sample with a laser and the measurement of components of light scattered from the target system, which are displaced in frequency by one vibrational unit.",Method
"The pattern of signals is often diagnostic or is characteristic of a particular molecule or group, enabling in situ detection, particularly if the analyte signal is enhanced over the background.",Method
Water provides very poor Raman scattering and consequently is nearly transparent making the technique useful in bioanalysis.,Method
"However, there are two big disadvantages, namely that Raman scattering is weak with only 1 in about 108 scattered photons being Raman scattered and fluorescence from the sample matrix can often swamp the Raman signal.",Method
Among the most effective is SERRS in which the analyte molecule is adsorbed onto a suitable roughened surface such as that of silver or gold nanoparticles and an excitation frequency close to the plasmon frequency of the particles is used.,Method
The enhancement can be increased further by using an analyte which is a dye for which one of the absorption peaks lies in a frequency region reasonably close to the excitation frequency(within 50–100 nm).,Method
SERRS enhancement of the Raman signal of up to 10^14 has been claimed and single molecule detection has been demonstrated.,Method
"In addition to the sensitivity, one of the major improvements of SERRS over existing technologies is that the Raman signals obtained are sharp and can be interpreted easily in terms of the resonance spectrum of the analyte.",Method
The narrow signals can be more easily resolved than those of fluorescence and the signal pattern is molecularly specific.,Method
"Thus, individual dyes can be clearly discriminated in mixtures and this opens up the potential for the coding of nanoparticles with multiple labels in a manner which enables them to be identified in situ in a flowing stream or in a biological matrix.",Method
"This model addresses the question of charge trapping and hopping, and it permits the computation of the potential energy surface relevant to charge transfer using a single Hamiltonian.",Method
This surface can be analyzed using the Marcus theory of electron transfer and provides guanine–guanine nearest-neighbour and guanine–guanine superexchange charge transfer rates as a function of the sequence and the geometrical arrangement of the bases.,Method
"In addition, it effortlessly enables a quantitative description of the long-range adenine–adenine hopping mechanism.",Method
"Because the GGA functional BLYP is known to be good, we can analyse separately the contributions from B88X and LYP.",Method
"To avoid the limitations of REMPI cluster ion generation, in the present work cold A+–Ln complexes are produced in a supersonic plasma expansion created by electron ionization (EI) of a molecular beam.",Method
This EI ion source generates A+–Ln complexes via EI of A followed by cluster aggregation.,Method
"Consequently, the EI source produces predominantly the most stable isomer of a given A+–Ln complex, independent of the most stable structure of neutral A–Ln.",Method
Microfiltration and dielectrophoresis have been used to integrate blood sample preparation with PCR on microfabricated devices.,Method
"The microfilters were prone to clogging by blood samples, while the dielectrophoresis studies used only diluted or resuspended blood cells within a specific separation buffer, that was required to adjust the conductivity.",Method
"As an alternative, paramagnetic beads offer a means to form an immunocapture bed to isolate rare cells from blood.",Method
Protein A/anti-human CD3 paramagnetic beads were first introduced into the chips and captured in a field generated by an external magnet.,Method
"A blood sample was then introduced, T cells were captured and rinsed clean, collected at the chip outlet and moved to a different module (off-chip in this case) for subsequent analysis.",Method
"The biotinylated peptides were incorporated into the fibrils co-assembled with non-biotinylated peptides, allowing regular immobilization of streptavidin onto the fibrils.",Method
The avidin-immobilized fibrils possibly make a nanoscaffold onto which a variety of functional groups are arranged.,Method
We designed β16 and biotinylated B2x-β16 peptides that could assemble into amyloid-like fibrils according to the previous studies (Fig. 1). B2x-β16 peptide had a biotin group at the N-terminus as a streptavidin-binding domain.,Method
"Microfabricated cantilevers have been proposed as nanomechanical transducers for various sensing applications, such as biological, physical and chemical sensors to detect the presence of specific compounds with selectivity and quantity.",Method
"Nanomechanical cantilevers have a high sensitivity and a minimal detectable mass density, in comparison with electromechanical devices, such as the quartz crystal microbalance (QCM), the flexural plates wave (FPW) device, and the surface acoustic wave (SAW) device.",Method
"In general, the cantilevers can detect specific compounds in both dynamic and static modes.",Method
"Most of the current nanomechanical cantilever based sensors are focused on the deflection, i.e. the static mode, arising from a change in surface properties due to antigen–antibody binding using the optical detection method.",Method
"However, the optical stress measuring system has some limitations, such as a narrow dynamic range and a parasitic deflection.",Method
These limitations in detection using the static mode are a serious problem for the development of feasible cantilever sensors with high sensitivity and reproducibility.,Method
"In this study, the dynamic detection of PSA antigen–antibody binding is accomplished by monitoring the resonant frequency shift of the nanomechanical cantilever that is caused by the specific binding between the PSA antigen–antibody onto the functionalized gold surface of cantilever.",Method
In contrast to the laser ablation and arc discharge techniques catalytic chemical vapour deposition (CCVD) is able to produce nanotubes in industrial quantities.,Method
"In the laboratory scale C2H2 or C2H4 as carbon sources, cobalt, iron or nickel as catalyst particles, and high surface area SiO2, Al2O3 or zeolite supports are commonly used for the synthesis of multiwalled nanotubes (MWNTs).",Method
After the synthesis process nanotubes must be removed from the catalyst.,Method
"The differentiation between the various associated species (contact ion pairs, solvent separated ion pairs, ionic multiplets or salt aggregates) is manifested in the spectra through different frequency shifts and/or splittings of different magnitude of characteristic vibrational bands of the “free” anion.",Method
The present spectroscopic analysis will essentially rely on deconvolution procedures.,Method
"Unfortunately, the curve-fitting of some of the triflate bands which are most sensitive to coordination effects is not straightforward, as they are in general broad and commonly contain multiply overlapped components.",Method
"To unravel the most critical triflate regions of the spectra of the monourethanesils, we will also employ two-dimensional (2D) correlation spectroscopic analysis.",Method
"We have used matrix isolation combined with infrared spectroscopy to study its interactions with small, stable molecules.",Method
"Cell viability was assessed simultaneously with ethidium homodimer-1 staining and confirmed by standard colorimetric 3-[4,5]dimethylthiazol-2,5diphenyltetrazolium bromide (MTT) test.",Method
Several studies have used electron microscopy to demonstrate the presence of the glycocalyx in the microcirculation.,Method
"Conventional electron microscopy requires that cell specimens be dehydrated during the fixation procedure so that the total volume of extracellular material is significantly reduced or collapsed and compressed, leading to the distortion of the glycocalyx architecture.",Method
"To eliminate this problem, we have chosen to develop methodology centred on confocal laser scanning microscopy (CLSM) to study the hydrated glycocalyx of viable, cultured endothelial cells derived from human umbilical vein.",Method
"We used a fluorescein isothiocyanate-linked wheat germ agglutinin (WGA-FITC), which binds selectively to N-acetyl-d-glucosaminyl residues, a constituent of heparan sulfate, the major saccharide of cell surface proteoglycans and to N-acetylneuraminic (sialyl) residues, making a significant contribution to the surface charge and representing a major component of the endothelial glycocalyx.",Method
Stringent concurrent screening for viability of the cells was undertaken for all experimental conditions used.,Method
The Δν1 shifts are used to derive the first experimental estimate for the proton affinity of the indolyl radical (∼920 ± 30 kJ mol−1).,Method
"Frequently, A+–Ln complexes are generated by the formation of neutral A–Ln complexes in a supersonic molecular beam expansion, followed by resonance enhanced multiphoton ionization (REMPI).",Method
"For the spectroscopic characterization of A+–Ln, the REMPI process is usually combined with photoionization efficiency measurements (PIE), mass analysed threshold ionization (MATI), zero kinetic energy photoelectron (ZEKE) spectroscopy, or photodissociation (PD) spectroscopy.",Method
"However, all these ionization techniques suffer from the severe restrictions imposed by the Franck–Condon principle, which prevents the efficient population of the most stable isomer of A+–Ln in cases where the global minimum structures of the neutral and the cation complex are rather different.",Method
"To overcome the limitations of the REMPI technique for cluster ion generation (“REMPI ion source”), the present work employs electron impact (EI) ionization within a supersonic expansion for the production of cold A+–Ln complexes.",Method
"Hence, the EI source forms predominantly the most stable A+–Ln isomer, independent of the most stable geometry of the corresponding neutral A–Ln species.",Method
"This is in contrast to the REMPI source, which often generates only local minima of A+–Ln.",Method
"Spectroscopic information about the interaction of In+–Arn (with n ≤ 2) in the cation ground state (D0) is provided by PIE, MATI, and ZEKE spectroscopic studies.",Method
Molecular cryospectroscopy using infrared (IR) spectroscopy to detect solutes in low temperature rare gas solutions has been proven to be a viable technique in the study of weak molecular complexes.,Method
"While the second drawback can be overcome in IR by using cells with longer pathlengths, the low concentrations call for the use of high sensitivity detection in Raman.",Method
"State-of-the-art detectivity is offered by the use of a CCD camera, and we have used a detector of this type in this study.",Method
Implantation of light-harvesting molecules and fabrication of three-dimensional nanostructured assemblies by combining gold nanoparticles and thiol dyes have proven to be successful avenues for improving photocurrent generation.,Method
"Until now, however, the development of devices based on SAMs has been directed towards the improvement of photoelectric conversion efficiency.",Method
One of the noteworthy advantages of self-assembly is that different molecules can be implanted on the electrode at the same time.,Method
This may allow SAMs to be exploited for new applications in photonic fields.,Method
The syntheses of the linked ruthenium bipyridine complex–viologen disulfide [RuVS]2 and the phthalocyanine disulfide [PcS]2 have been described previously.,Method
The measurement was performed by the method based on the comparison of fluorescence intensity upon two- and one-photon excitation.,Method
The 0 → i transition dipoles can be quite easily obtained from the linear absorption spectra.,Method
